ShortName,FullName,LicensingAndAccreditation,EducationalServices,ReorganizationStatus,IDEKIS,Number,InstitutionsAddresses,INN,KPP,OGRN,LegalOrganization,Subordination,ChiefName,LegalAddress,global_id,PublicPhone,Email,WebSite,EducationPrograms,OrgType,NumberofStudentsInOO,TheContingentOfPreschoolersStudyingOO,geodata_center,geoarea
ГБОУ школа № 1935,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1935»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004197
AccreditationExpires:16.03.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13380,1935,More then 1 level,7721179357,772101001,1037739069708,бюджетное,Городское подчинение ДОНМ,Цветова Арина Владимировна,"109431, ГОРОД МОСКВА, УЛИЦА АВИАКОНСТРУКТОРА МИЛЯ, 18, 2",1102902233,"PublicPhone:(495) 704-08-40

","Email:1935@edu.mos.ru

",sch1935uv.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:1441
Date:09.03.2021

","PupilsQuantity:671
Date:09.03.2021

",01010000004A1995987EED4240E69E5D741BD74B40,
ГБОУ школа № 875,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 875»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004262
AccreditationExpires:20.04.2028

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13265,875,More then 1 level,7729173011,772901001,1027739374772,бюджетное,Городское подчинение ДОНМ,Миняев Алексей Сергеевич,"119526, ГОРОД МОСКВА, ПРОСПЕКТ ВЕРНАДСКОГО, 101, 5",1102902234,"PublicPhone:(495) 433-80-10

","Email:875@edu.mos.ru

",sch875.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1446
Date:09.03.2021

","PupilsQuantity:863
Date:09.03.2021

",0101000000E4D9AE27DBBE42406B270344A9D44B40,
ГКОУ СКОШИ № 52,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 52»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0012143
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003902
AccreditationExpires:27.03.2025

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,13130,52,More then 1 level,7714081706,771401001,1027700517646,казённое,Городское подчинение ДОНМ,Лебедева Анна Васильевна,"125040, ГОРОД МОСКВА, УЛИЦА РАСКОВОЙ, 20А, СТР.1",1102902235,"PublicPhone:(495) 612-40-41

","Email:sk52@edu.mos.ru

",schig52.mskobr.ru,Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:401
Date:09.03.2021

",,01010000001888BC3277C94240A97F2B81CCE44B40,
ГБОУ школа № 1852,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1852»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004664
AccreditationExpires:29.04.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13743,1852,More then 1 level,7720807143,772001001,1147746237396,бюджетное,Городское подчинение ДОНМ,Исаев Дмитрий Викторович,"111401, ГОРОД МОСКВА, УЛИЦА ВЛАДИМИРСКАЯ 2-Я, 22А",1102902236,"PublicPhone:(495) 260-18-52

","Email:1852@edu.mos.ru

",sch1852.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1075
Date:09.03.2021

","PupilsQuantity:670
Date:09.03.2021

",0101000000866E7AC298E342400650E9E018E14B40,
ГКОУ СКОШИ № 102,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 102»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0012143
LicenseExpires:бессрочная
AccreditationAvailability:нет
AccreditationSeries:
AccreditationNumber:
AccreditationExpires:

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,13159,102,More then 1 level,7716201078,771601001,1027700593172,казённое,Городское подчинение ДОНМ,Шибаева Наталья Михайловна,"129343, ГОРОД МОСКВА, ПРОЕЗД НАНСЕНА, 14",1102902237,"PublicPhone:(499) 180-03-88

","Email:sk102@edu.mos.ru

",schisv102.mskobr.ru,Профессиональное обучение # Общее образование | начальное общее образование # Общее образование | основное общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:189
Date:09.03.2021

",,01010000008CB7228F02D142406E495488E4EC4B40,
ГБОУ школа № 201,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 201 ордена Трудового Красного Знамени имени Героев Советского Союза Зои и Александра Космодемьянских»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004483
AccreditationExpires:28.05.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13660,201,More then 1 level,7743619481,774301001,1067759748000,бюджетное,Городское подчинение ДОНМ,Абрамов Борис Александрович,"125130, ГОРОД МОСКВА, УЛИЦА ЗОИ И АЛЕКСАНДРА КОСМОДЕМЬЯНСКИХ, ДОМ 3, КОРПУС 1",1102902238,"PublicPhone:(495) 450-95-37

","Email:201@edu.mos.ru

",gym201s.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:858
Date:09.03.2021

","PupilsQuantity:350
Date:09.03.2021

",01010000002A645D108FC04240D571DAB824E94B40,
ГБОУ школа № 830,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 830»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003831
AccreditationExpires:30.05.2026

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12248,830,More then 1 level,7733826016,773301001,1127747247100,бюджетное,Городское подчинение ДОНМ,Климова Марина Владимировна,"125362, г. Москва, ул. Большая Набережная, д.23",1102902239,"PublicPhone:(495) 491-13-45

","Email:830@edu.mos.ru

",sch830sz.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:1608
Date:09.03.2021

","PupilsQuantity:972
Date:09.03.2021

",0101000000C66B809D81B94240C682780AA3E94B40,
ГБПОУ ПК № 18,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Педагогический колледж № 18 Митино»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004934
AccreditationExpires:19.02.2026

LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003436
AccreditationExpires:20.02.2026

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,12917,18,More then 1 level,7733121993,773301001,1037739346776,бюджетное,Городское подчинение ДОНМ,Васильева Светлана Ильинична,"125368, ГОРОД МОСКВА, УЛИЦА МИТИНСКАЯ, 45, 3",1102902240,"PublicPhone:(916) 140-44-75

","Email:spo-18pk@edu.mos.ru

",pk18.mskobr.ru,Профессиональное обучение # Общее образование | начальное общее образование # Профессиональное образование | среднее профессиональное образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное профессиональное образование # Дополнительное образование | дополнительное образование взрослых,профессиональная образовательная организация,"PupilsQuantity:59
Date:09.03.2021

",,0101000000F271E15FC1AC4240C70CB211D9EC4B40,
ГБОУ школа № 192,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 192»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003785
AccreditationExpires:18.06.2024

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12988,192,More then 1 level,7736228173,773601001,1027700588850,бюджетное,Городское подчинение ДОНМ,Старкова Татьяна Михайловна,"119334, ГОРОД МОСКВА, ПРОСПЕКТ ЛЕНИНСКИЙ, 34, А",1102902241,"PublicPhone:(499) 137-72-85

","Email:192@edu.mos.ru

",sch192uz.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1482
Date:09.03.2021

","PupilsQuantity:348
Date:09.03.2021

",0101000000A87D3715EEC942407A5766E81EDA4B40,
ГБПОУ Киноколледж № 40 «Московская международная киношкола»,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Киноколледж № 40 «Московская международная киношкола»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004369
AccreditationExpires:30.04.2022

LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004370
AccreditationExpires:30.04.2026

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,13556,40,More then 1 level,7736000370,772501001,1037739414129,бюджетное,Городское подчинение ДОНМ,Керзина Ольга Алексеевна,"115419, г. Москва, ул. Шаболовка д.44",1102902242,"PublicPhone:(495) 954-40-02

","Email:spo-40@edu.mos.ru

",spo-40.mskobr.ru,Профессиональное обучение # Общее образование | основное общее образование # Общее образование | среднее общее образование # Профессиональное образование | среднее профессиональное образование # Дополнительное образование | дополнительное образование детей,профессиональная образовательная организация,"PupilsQuantity:105
Date:09.03.2021

",,01010000002E4CE61DB0CD4240D8D4B9628DDB4B40,
ГБОУ школа № 2053,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2053»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77A01
AccreditationNumber:0004208
AccreditationExpires:16.02.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13243,2053,More then 1 level,7721749335,772101001,1127746075995,бюджетное,Городское подчинение ДОНМ,Гончарова Юлия Всеволодовна,"111674, ГОРОД МОСКВА, УЛИЦА ПОКРОВСКАЯ, ДОМ 35",1102902243,"PublicPhone:(495) 700-99-77

","Email:2053@edu.mos.ru

",sch2053.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1272
Date:09.03.2021

","PupilsQuantity:768
Date:09.03.2021

",0101000000FA96DA82A3F54240F08BFA2358DA4B40,
ГБОУ школа № 920,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004017
AccreditationExpires:14.12.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12863,920,More then 1 level,7720257933,772001001,1037700070726,бюджетное,Городское подчинение ДОНМ,Иноземцева Ксения Олеговна,"111141, г. Москва, ул. Перовская, д. 37.",1102902244,"PublicPhone:(495) 304-87-20

","Email:920@edu.mos.ru

",sch920v.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1347
Date:09.03.2021

","PupilsQuantity:926
Date:09.03.2021

",010100000034C68BB69DE34240A615B9229ADF4B40,
ГКОУ школа «Технологии обучения»,Государственное казенное общеобразовательное учреждение города Москвы «Школа «Технологии обучения»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0011823
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004813
AccreditationExpires:03.04.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,13951,,More then 1 level,7705694400,773001001,1057748776062,казённое,Городское подчинение ДОНМ,Асаянова Ольга Юрьевна,"121151, ГОРОД МОСКВА, ПРОЕЗД РЕЗЕРВНЫЙ, 10",1102902245,"PublicPhone:(495) 530-20-83

","Email:cotg@edu.mos.ru

",cotg.mskobr.ru,Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:429
Date:09.03.2021

",,01010000002343EDA657C542400B85D7F26AE64B40,
ГБОУ школа № 883,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 883»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003726
AccreditationExpires:05.06.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12519,883,More then 1 level,7733853690,773301001,1137746793579,бюджетное,Городское подчинение ДОНМ,Михалев Антон Спартакович,"125480, г. Москва. ул. Планерная, д. 5, корп. 2",1102902246,"PublicPhone:(495) 495-84-28

","Email:883@edu.mos.ru

",sch883sz.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:1367
Date:09.03.2021

","PupilsQuantity:799
Date:09.03.2021

",0101000000884A7F62B5B64240485492336BEE4B40,
ГБОУ школа № 956,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 956»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0012143
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004216
AccreditationExpires:16.03.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13328,956,More then 1 level,7715037562,771501001,1037739395957,бюджетное,Городское подчинение ДОНМ,Маслов Павел Игоревич,"127642, ГОРОД МОСКВА, УЛИЦА ЗАПОВЕДНАЯ, ДОМ 22",1102902247,"PublicPhone:(499) 186-38-92

","Email:956@edu.mos.ru

",sch956sv-new.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:875
Date:09.03.2021

","PupilsQuantity:222
Date:09.03.2021

",0101000000DAF81E3214D242406919D41247EF4B40,
ГБПОУ «1-й МОК»,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0012143
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004985
AccreditationExpires:17.12.2026

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12667,,More then 1 level,7716237684,771501001,1057716005380,бюджетное,Городское подчинение ДОНМ,Мироненко Юрий Дмитриевич,"127282, ГОРОД МОСКВА, УЛИЦА ТИХОМИРОВА, ДОМ 10, КОРПУС 1",1102902248,"PublicPhone:(499) 798-30-70

","Email:spo-1mok@edu.mos.ru

",1-mok.mskobr.ru,Профессиональное обучение # Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Профессиональное образование | среднее профессиональное образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное профессиональное образование # Дополнительное образование | дополнительное образование взрослых,профессиональная образовательная организация,"PupilsQuantity:2527
Date:09.03.2021

","PupilsQuantity:1064
Date:09.03.2021

",0101000000FD7A390115D3424072EBA443B7EB4B40,
ГБОУ школа № 1747,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1747»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0003846
AccreditationExpires:31.12.2025

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,12224,1747,More then 1 level,7733813218,773301001,1127746676155,бюджетное,Городское подчинение ДОНМ,Сотникова Марина Николаевна,"125368, г. Москва, 3-й Митинский пер., д. 12, корп. 1",1102902249,"PublicPhone:(495) 753-47-11

","Email:1747@edu.mos.ru

",sch1747sz.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:2600
Date:09.03.2021

","PupilsQuantity:1546
Date:09.03.2021

",0101000000605F1C31CAAC424056BD41B74DEC4B40,
ГБОУ «Айти-школа МЦКО»,Государственное бюджетное общеобразовательное учреждение города Москвы «Айти-школа Московского центра качества образования»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004971
AccreditationExpires:20.04.2028

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:нет

",действующее,14052,,More then 1 level,7726258242,771901001,1027739566788,бюджетное,Городское подчинение ДОНМ,Молохов Денис Андреевич,"105318, ГОРОД МОСКВА, ПЛОЩАДЬ СЕМЁНОВСКАЯ, ДОМ 4, ЭТ/ПОМ/КОМ 5/XII/37",1102902250,"PublicPhone:(499) 638-23-52

","Email:itschoolmcko@edu.mos.ru

",itschoolmcko.mskobr.ru,Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:71
Date:09.03.2021

",,01010000007AC58A8218D842400A002EFD96E34B40,
ГБОУ школа № 1190,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1190»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004912
AccreditationExpires:16.11.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13372,1190,More then 1 level,7733127762,773301001,1037739610963,бюджетное,Городское подчинение ДОНМ,Аниканова Елена Михайловна,"125430, ГОРОД МОСКВА, ШОССЕ ПЯТНИЦКОЕ, ДОМ 21А",1103537768,"PublicPhone:(495) 753-21-19

","Email:1190@edu.mos.ru

",sch1190sz.mskobr.ru,Профессиональное обучение # Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:1100
Date:09.03.2021

","PupilsQuantity:587
Date:09.03.2021

",0101000000010C3EEEF6AE4240B51482A16EEC4B40,
ГБПОУ КСТ,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж современных технологий имени Героя Советского Союза М.Ф. Панова»,"LicenseAvailability:да
LicenseSeries:77Л01
LicenseNumber:0012143
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004992
AccreditationExpires:12.02.2027

",,действующее,11688,,More then 1 level,7716237691,771601001,1057716005676,бюджетное,Городское подчинение ДОНМ,Лунькин Александр Николаевич,"129337, ГОРОД МОСКВА, ПРОЕЗД ХИБИНСКИЙ, ДОМ 10",1103537769,"PublicPhone:(499) 182-67-62

","Email:kst@edu.mos.ru

",kst.mskobr.ru,Профессиональное обучение # Профессиональное образование | среднее профессиональное образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное профессиональное образование # Дополнительное образование | дополнительное образование взрослых,профессиональная образовательная организация,,,01010000009592EF8517D74240A4C3C399A3ED4B40,
ГАОУ школа № 548,Государственное автономное общеобразовательное учреждение города Москвы «Школа № 548 «Царицыно»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004663
AccreditationExpires:24.11.2026

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13866,548,More then 1 level,7737027335,772401001,1037739570384,автономное,Городское подчинение ДОНМ,Рачевский Ефим Лазаревич,"115582, ГОРОД МОСКВА, УЛИЦА ДОМОДЕДОВСКАЯ, ДОМ 35, КОРПУС 2",1106114553,"PublicPhone:(495) 398-83-32

","Email:548@edu.mos.ru

",cou548.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:4758
Date:09.03.2021

","PupilsQuantity:450
Date:09.03.2021

",01010000002084E034E9D942403442C326D1CF4B40,
ГБОУ школа № 1985,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1985»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004399
AccreditationExpires:15.04.2023

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13426,1985,More then 1 level,7733168737,773301001,1037733024064,бюджетное,Городское подчинение ДОНМ,Уколов Антон Альфредович,"125466, ГОРОД МОСКВА, УЛИЦА ЛАНДЫШЕВАЯ, 8",1106114554,"PublicPhone:(499) 401-98-21

","Email:1985@edu.mos.ru

",sch1985.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:1348
Date:09.03.2021

","PupilsQuantity:498
Date:09.03.2021

",01010000001AC4CAA824B24240A89409CE90F14B40,
ГБОУ школа № 56 имени академика В.А. Легасова,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 56 имени академика В.А. Легасова»,"LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004212
AccreditationExpires:16.06.2027

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,13316,56,More then 1 level,7730029051,773001001,1037739281513,бюджетное,Городское подчинение ДОНМ,Садовникова Жанна Витальевна,"121151, ГОРОД МОСКВА, ПРОСПЕКТ КУТУЗОВСКИЙ, 22, 1",1106114555,"PublicPhone:(499) 243-63-10

","Email:56@edu.mos.ru

",sch56.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей # Дополнительное образование | дополнительное образование взрослых,общеобразовательная организация,"PupilsQuantity:1697
Date:09.03.2021

","PupilsQuantity:246
Date:09.03.2021

",0101000000A2679FA5B5C54240563B36E05CDF4B40,
ГБОУ «Школа Новокосино»,"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Новокосино» имени Героя Советского Союза, адмирала А.П. Михайловского","LicenseAvailability:да
LicenseSeries:реестровая модель
LicenseNumber:реестровая модель
LicenseExpires:бессрочная
AccreditationAvailability:да
AccreditationSeries:77А01
AccreditationNumber:0004901
AccreditationExpires:27.05.2025

","FullTimeEdu:да
PartTimeEdu:да
FullPartTimeEdu:да
ExternalEdu:да
InFamilyEdu:да
HasPreschoolEdu:да

",действующее,14473,,More then 1 level,7720258623,772001001,1037739276684,бюджетное,Городское подчинение ДОНМ,Дьячков Виктор Максимович,"111673, ГОРОД МОСКВА, УЛИЦА СУЗДАЛЬСКАЯ, 24Б",1106114556,"PublicPhone:(495) 701-05-00

","Email:schNovokosino@edu.mos.ru

",sch1200.mskobr.ru,Общее образование | дошкольное образование # Общее образование | начальное общее образование # Общее образование | основное общее образование # Общее образование | среднее общее образование # Дополнительное образование | дополнительное образование детей,общеобразовательная организация,"PupilsQuantity:4167
Date:09.03.2021

","PupilsQuantity:1936
Date:09.03.2021

",0101000000E8A488B11FED4240C7E21C5898DE4B40,
